year,station_no,station_name,josha_num,ward_office,meijo,meiko,kamiida,higashiyama,tsurumai,sakuradori,aonami,tokaido,chuo,kansai,meitetsu,kintetsu,lines
2013,4001,中京競馬場前,1777226,0,,,,,,,,,,,1,,1
2014,4001,中京競馬場前,1730520,0,,,,,,,,,,,1,,1
2015,4001,中京競馬場前,1721001,0,,,,,,,,,,,1,,1
1991,4002,有松,2314133,0,,,,,,,,,,,1,,1
1992,4002,有松,2259589,0,,,,,,,,,,,1,,1
1993,4002,有松,2268053,0,,,,,,,,,,,1,,1
1994,4002,有松,2207001,0,,,,,,,,,,,1,,1
1995,4002,有松,2194986,0,,,,,,,,,,,1,,1
1996,4002,有松,2153174,0,,,,,,,,,,,1,,1
1997,4002,有松,2108485,0,,,,,,,,,,,1,,1
1998,4002,有松,2096764,0,,,,,,,,,,,1,,1
1999,4002,有松,2090313,0,,,,,,,,,,,1,,1
2000,4002,有松,2082978,0,,,,,,,,,,,1,,1
2001,4002,有松,2120035,0,,,,,,,,,,,1,,1
2002,4002,有松,2046451,0,,,,,,,,,,,1,,1
2003,4002,有松,2050507,0,,,,,,,,,,,1,,1
2004,4002,有松,1993485,0,,,,,,,,,,,1,,1
2005,4002,有松,2143281,0,,,,,,,,,,,1,,1
2006,4002,有松,2196434,0,,,,,,,,,,,1,,1
2007,4002,有松,2274680,0,,,,,,,,,,,1,,1
2008,4002,有松,2355202,0,,,,,,,,,,,1,,1
2009,4002,有松,2325186,0,,,,,,,,,,,1,,1
2010,4002,有松,2373058,0,,,,,,,,,,,1,,1
2011,4002,有松,2356030,0,,,,,,,,,,,1,,1
2012,4002,有松,2407741,0,,,,,,,,,,,1,,1
2013,4002,有松,2493378,0,,,,,,,,,,,1,,1
2014,4002,有松,2507757,0,,,,,,,,,,,1,,1
2015,4002,有松,2612689,0,,,,,,,,,,,1,,1
1991,4003,左京山,976658,0,,,,,,,,,,,1,,1
1992,4003,左京山,955257,0,,,,,,,,,,,1,,1
1993,4003,左京山,926200,0,,,,,,,,,,,1,,1
1994,4003,左京山,881806,0,,,,,,,,,,,1,,1
1995,4003,左京山,894032,0,,,,,,,,,,,1,,1
1996,4003,左京山,860495,0,,,,,,,,,,,1,,1
1997,4003,左京山,826987,0,,,,,,,,,,,1,,1
1998,4003,左京山,810095,0,,,,,,,,,,,1,,1
1999,4003,左京山,766180,0,,,,,,,,,,,1,,1
2000,4003,左京山,746806,0,,,,,,,,,,,1,,1
2001,4003,左京山,738601,0,,,,,,,,,,,1,,1
2002,4003,左京山,741120,0,,,,,,,,,,,1,,1
2003,4003,左京山,740535,0,,,,,,,,,,,1,,1
2004,4003,左京山,739405,0,,,,,,,,,,,1,,1
2005,4003,左京山,724248,0,,,,,,,,,,,1,,1
2006,4003,左京山,724246,0,,,,,,,,,,,1,,1
2007,4003,左京山,716217,0,,,,,,,,,,,1,,1
2008,4003,左京山,702965,0,,,,,,,,,,,1,,1
2009,4003,左京山,686335,0,,,,,,,,,,,1,,1
2010,4003,左京山,712812,0,,,,,,,,,,,1,,1
2011,4003,左京山,715636,0,,,,,,,,,,,1,,1
2012,4003,左京山,725250,0,,,,,,,,,,,1,,1
2013,4003,左京山,765169,0,,,,,,,,,,,1,,1
2014,4003,左京山,774603,0,,,,,,,,,,,1,,1
2015,4003,左京山,817118,0,,,,,,,,,,,1,,1
1991,4004,鳴海,4935720,0,,,,,,,,,,,1,,1
1992,4004,鳴海,4955504,0,,,,,,,,,,,1,,1
1993,4004,鳴海,4886073,0,,,,,,,,,,,1,,1
1994,4004,鳴海,4292569,0,,,,,,,,,,,1,,1
1995,4004,鳴海,4200506,0,,,,,,,,,,,1,,1
1996,4004,鳴海,4026117,0,,,,,,,,,,,1,,1
1997,4004,鳴海,3890112,0,,,,,,,,,,,1,,1
1998,4004,鳴海,3710941,0,,,,,,,,,,,1,,1
1999,4004,鳴海,3525811,0,,,,,,,,,,,1,,1
2000,4004,鳴海,3375152,0,,,,,,,,,,,1,,1
2001,4004,鳴海,3450881,0,,,,,,,,,,,1,,1
2002,4004,鳴海,3292400,0,,,,,,,,,,,1,,1
2003,4004,鳴海,3228386,0,,,,,,,,,,,1,,1
2004,4004,鳴海,3124851,0,,,,,,,,,,,1,,1
2005,4004,鳴海,3153425,0,,,,,,,,,,,1,,1
2006,4004,鳴海,3190108,0,,,,,,,,,,,1,,1
2007,4004,鳴海,3274036,0,,,,,,,,,,,1,,1
2008,4004,鳴海,3418762,0,,,,,,,,,,,1,,1
2009,4004,鳴海,3306555,0,,,,,,,,,,,1,,1
2010,4004,鳴海,3338640,0,,,,,,,,,,,1,,1
2011,4004,鳴海,3194532,0,,,,,,,,,,,1,,1
2012,4004,鳴海,3185792,0,,,,,,,,,,,1,,1
2013,4004,鳴海,3284199,0,,,,,,,,,,,1,,1
2014,4004,鳴海,3283335,0,,,,,,,,,,,1,,1
2015,4004,鳴海,3360822,0,,,,,,,,,,,1,,1
1991,4005,本星崎,805826,0,,,,,,,,,,,1,,1
1992,4005,本星崎,796198,0,,,,,,,,,,,1,,1
1993,4005,本星崎,783016,0,,,,,,,,,,,1,,1
1994,4005,本星崎,745283,0,,,,,,,,,,,1,,1
1995,4005,本星崎,759494,0,,,,,,,,,,,1,,1
1996,4005,本星崎,775422,0,,,,,,,,,,,1,,1
1997,4005,本星崎,755787,0,,,,,,,,,,,1,,1
1998,4005,本星崎,715393,0,,,,,,,,,,,1,,1
1999,4005,本星崎,690409,0,,,,,,,,,,,1,,1
2000,4005,本星崎,654013,0,,,,,,,,,,,1,,1
2001,4005,本星崎,641135,0,,,,,,,,,,,1,,1
2002,4005,本星崎,623816,0,,,,,,,,,,,1,,1
2003,4005,本星崎,626098,0,,,,,,,,,,,1,,1
2004,4005,本星崎,622975,0,,,,,,,,,,,1,,1
2005,4005,本星崎,621691,0,,,,,,,,,,,1,,1
2006,4005,本星崎,622381,0,,,,,,,,,,,1,,1
2007,4005,本星崎,616654,0,,,,,,,,,,,1,,1
2008,4005,本星崎,619848,0,,,,,,,,,,,1,,1
2009,4005,本星崎,635100,0,,,,,,,,,,,1,,1
2010,4005,本星崎,662857,0,,,,,,,,,,,1,,1
2011,4005,本星崎,675058,0,,,,,,,,,,,1,,1
2012,4005,本星崎,666114,0,,,,,,,,,,,1,,1
2013,4005,本星崎,730596,0,,,,,,,,,,,1,,1
2014,4005,本星崎,752889,0,,,,,,,,,,,1,,1
2015,4005,本星崎,802549,0,,,,,,,,,,,1,,1
1991,4006,本笠寺,1521076,0,,,,,,,,,,,1,,1
1992,4006,本笠寺,1489385,0,,,,,,,,,,,1,,1
1993,4006,本笠寺,1452990,0,,,,,,,,,,,1,,1
1994,4006,本笠寺,1260200,0,,,,,,,,,,,1,,1
1995,4006,本笠寺,1203994,0,,,,,,,,,,,1,,1
1996,4006,本笠寺,1107982,0,,,,,,,,,,,1,,1
1997,4006,本笠寺,1033761,0,,,,,,,,,,,1,,1
1998,4006,本笠寺,990219,0,,,,,,,,,,,1,,1
1999,4006,本笠寺,934101,0,,,,,,,,,,,1,,1
2000,4006,本笠寺,902429,0,,,,,,,,,,,1,,1
2001,4006,本笠寺,854420,0,,,,,,,,,,,1,,1
2002,4006,本笠寺,838799,0,,,,,,,,,,,1,,1
2003,4006,本笠寺,818283,0,,,,,,,,,,,1,,1
2004,4006,本笠寺,804788,0,,,,,,,,,,,1,,1
2005,4006,本笠寺,785796,0,,,,,,,,,,,1,,1
2006,4006,本笠寺,798045,0,,,,,,,,,,,1,,1
2007,4006,本笠寺,804044,0,,,,,,,,,,,1,,1
2008,4006,本笠寺,805096,0,,,,,,,,,,,1,,1
2009,4006,本笠寺,781909,0,,,,,,,,,,,1,,1
2010,4006,本笠寺,800317,0,,,,,,,,,,,1,,1
2011,4006,本笠寺,807333,0,,,,,,,,,,,1,,1
2012,4006,本笠寺,822202,0,,,,,,,,,,,1,,1
2013,4006,本笠寺,831879,0,,,,,,,,,,,1,,1
2014,4006,本笠寺,814713,0,,,,,,,,,,,1,,1
2015,4006,本笠寺,841019,0,,,,,,,,,,,1,,1
1991,4007,桜,922084,0,,,,,,,,,,,1,,1
1992,4007,桜,941934,0,,,,,,,,,,,1,,1
1993,4007,桜,927754,0,,,,,,,,,,,1,,1
1994,4007,桜,738521,0,,,,,,,,,,,1,,1
1995,4007,桜,680564,0,,,,,,,,,,,1,,1
1996,4007,桜,636409,0,,,,,,,,,,,1,,1
1997,4007,桜,598036,0,,,,,,,,,,,1,,1
1998,4007,桜,587892,0,,,,,,,,,,,1,,1
1999,4007,桜,571462,0,,,,,,,,,,,1,,1
2000,4007,桜,550324,0,,,,,,,,,,,1,,1
2001,4007,桜,550810,0,,,,,,,,,,,1,,1
2002,4007,桜,557804,0,,,,,,,,,,,1,,1
2003,4007,桜,546541,0,,,,,,,,,,,1,,1
2004,4007,桜,562171,0,,,,,,,,,,,1,,1
2005,4007,桜,544317,0,,,,,,,,,,,1,,1
2006,4007,桜,536168,0,,,,,,,,,,,1,,1
2007,4007,桜,539347,0,,,,,,,,,,,1,,1
2008,4007,桜,540040,0,,,,,,,,,,,1,,1
2009,4007,桜,528972,0,,,,,,,,,,,1,,1
2010,4007,桜,531044,0,,,,,,,,,,,1,,1
2011,4007,桜,549307,0,,,,,,,,,,,1,,1
2012,4007,桜,572228,0,,,,,,,,,,,1,,1
2013,4007,桜,596227,0,,,,,,,,,,,1,,1
2014,4007,桜,600788,0,,,,,,,,,,,1,,1
2015,4007,桜,648117,0,,,,,,,,,,,1,,1
1991,4008,呼続,516716,0,,,,,,,,,,,1,,1
1992,4008,呼続,509511,0,,,,,,,,,,,1,,1
1993,4008,呼続,500688,0,,,,,,,,,,,1,,1
1994,4008,呼続,462434,0,,,,,,,,,,,1,,1
1995,4008,呼続,445745,0,,,,,,,,,,,1,,1
1996,4008,呼続,414266,0,,,,,,,,,,,1,,1
1997,4008,呼続,395846,0,,,,,,,,,,,1,,1
1998,4008,呼続,381258,0,,,,,,,,,,,1,,1
1999,4008,呼続,369099,0,,,,,,,,,,,1,,1
2000,4008,呼続,360470,0,,,,,,,,,,,1,,1
2001,4008,呼続,350486,0,,,,,,,,,,,1,,1
2002,4008,呼続,336145,0,,,,,,,,,,,1,,1
2003,4008,呼続,321375,0,,,,,,,,,,,1,,1
2004,4008,呼続,310112,0,,,,,,,,,,,1,,1
2005,4008,呼続,309128,0,,,,,,,,,,,1,,1
2006,4008,呼続,305606,0,,,,,,,,,,,1,,1
2007,4008,呼続,307136,0,,,,,,,,,,,1,,1
2008,4008,呼続,302112,0,,,,,,,,,,,1,,1
2009,4008,呼続,308849,0,,,,,,,,,,,1,,1
2010,4008,呼続,369554,0,,,,,,,,,,,1,,1
2011,4008,呼続,374326,0,,,,,,,,,,,1,,1
2012,4008,呼続,377880,0,,,,,,,,,,,1,,1
2013,4008,呼続,394025,0,,,,,,,,,,,1,,1
2014,4008,呼続,388741,0,,,,,,,,,,,1,,1
2015,4008,呼続,408634,0,,,,,,,,,,,1,,1
1991,4009,名鉄堀田,3504814,0,,,,,,,,,,,1,,1
1992,4009,名鉄堀田,3442298,0,,,,,,,,,,,1,,1
1993,4009,名鉄堀田,3346172,0,,,,,,,,,,,1,,1
1994,4009,名鉄堀田,3196563,0,,,,,,,,,,,1,,1
1995,4009,名鉄堀田,3069886,0,,,,,,,,,,,1,,1
1996,4009,名鉄堀田,2895784,0,,,,,,,,,,,1,,1
1997,4009,名鉄堀田,2744416,0,,,,,,,,,,,1,,1
1998,4009,名鉄堀田,2629163,0,,,,,,,,,,,1,,1
1999,4009,名鉄堀田,2579481,0,,,,,,,,,,,1,,1
2000,4009,名鉄堀田,2517039,0,,,,,,,,,,,1,,1
2001,4009,名鉄堀田,2410973,0,,,,,,,,,,,1,,1
2002,4009,名鉄堀田,2417199,0,,,,,,,,,,,1,,1
2003,4009,名鉄堀田,2415492,0,,,,,,,,,,,1,,1
2004,4009,名鉄堀田,2369467,0,,,,,,,,,,,1,,1
2005,4009,名鉄堀田,2465051,0,,,,,,,,,,,1,,1
2006,4009,名鉄堀田,2509939,0,,,,,,,,,,,1,,1
2007,4009,名鉄堀田,2552759,0,,,,,,,,,,,1,,1
2008,4009,名鉄堀田,2530624,0,,,,,,,,,,,1,,1
2009,4009,名鉄堀田,2414843,0,,,,,,,,,,,1,,1
2010,4009,名鉄堀田,2380540,0,,,,,,,,,,,1,,1
2011,4009,名鉄堀田,2362677,0,,,,,,,,,,,1,,1
2012,4009,名鉄堀田,2377096,0,,,,,,,,,,,1,,1
2013,4009,名鉄堀田,2452214,0,,,,,,,,,,,1,,1
2014,4009,名鉄堀田,2469507,0,,,,,,,,,,,1,,1
2015,4009,名鉄堀田,2519435,0,,,,,,,,,,,1,,1
1991,4010,神宮前,11118028,0,,,,,,,,,,,1,,1
1992,4010,神宮前,10968202,0,,,,,,,,,,,1,,1
1993,4010,神宮前,10689807,0,,,,,,,,,,,1,,1
1994,4010,神宮前,9953448,0,,,,,,,,,,,1,,1
1995,4010,神宮前,9658872,0,,,,,,,,,,,1,,1
1996,4010,神宮前,9135839,0,,,,,,,,,,,1,,1
1997,4010,神宮前,8470489,0,,,,,,,,,,,1,,1
1998,4010,神宮前,7931599,0,,,,,,,,,,,1,,1
1999,4010,神宮前,7535451,0,,,,,,,,,,,1,,1
2000,4010,神宮前,7172936,0,,,,,,,,,,,1,,1
2001,4010,神宮前,6810011,0,,,,,,,,,,,1,,1
2002,4010,神宮前,6546963,0,,,,,,,,,,,1,,1
2003,4010,神宮前,6435733,0,,,,,,,,,,,1,,1
2004,4010,神宮前,6228074,0,,,,,,,,,,,1,,1
2005,4010,神宮前,6020622,0,,,,,,,,,,,1,,1
2006,4010,神宮前,5840270,0,,,,,,,,,,,1,,1
2007,4010,神宮前,5691057,0,,,,,,,,,,,1,,1
2008,4010,神宮前,5565843,0,,,,,,,,,,,1,,1
2009,4010,神宮前,5357876,0,,,,,,,,,,,1,,1
2010,4010,神宮前,5470160,0,,,,,,,,,,,1,,1
2011,4010,神宮前,5436473,0,,,,,,,,,,,1,,1
2012,4010,神宮前,5523089,0,,,,,,,,,,,1,,1
2013,4010,神宮前,5740055,0,,,,,,,,,,,1,,1
2014,4010,神宮前,5679846,0,,,,,,,,,,,1,,1
2015,4010,神宮前,5768742,0,,,,,,,,,,,1,,1
1991,4011,金山,23574504,0,,,,,,,,,,,1,,1
1992,4011,金山,25017173,0,,,,,,,,,,,1,,1
1993,4011,金山,25958940,0,,,,,,,,,,,1,,1
1994,4011,金山,25507996,0,,,,,,,,,,,1,,1
1995,4011,金山,25341098,0,,,,,,,,,,,1,,1
1996,4011,金山,24783961,0,,,,,,,,,,,1,,1
1997,4011,金山,24236287,0,,,,,,,,,,,1,,1
1998,4011,金山,23780661,0,,,,,,,,,,,1,,1
1999,4011,金山,22828000,0,,,,,,,,,,,1,,1
2000,4011,金山,21821403,0,,,,,,,,,,,1,,1
2001,4011,金山,22968859,0,,,,,,,,,,,1,,1
2002,4011,金山,22620322,0,,,,,,,,,,,1,,1
2003,4011,金山,22765000,0,,,,,,,,,,,1,,1
2004,4011,金山,23355672,0,,,,,,,,,,,1,,1
2005,4011,金山,25568204,0,,,,,,,,,,,1,,1
2006,4011,金山,25895675,0,,,,,,,,,,,1,,1
2007,4011,金山,26380191,0,,,,,,,,,,,1,,1
2008,4011,金山,26705957,0,,,,,,,,,,,1,,1
2009,4011,金山,26241035,0,,,,,,,,,,,1,,1
2010,4011,金山,26345057,0,,,,,,,,,,,1,,1
2011,4011,金山,26853612,0,,,,,,,,,,,1,,1
2012,4011,金山,27255974,0,,,,,,,,,,,1,,1
2013,4011,金山,28233220,0,,,,,,,,,,,1,,1
2014,4011,金山,28447602,0,,,,,,,,,,,1,,1
2015,4011,金山,29660159,0,,,,,,,,,,,1,,1
1991,4012,ナゴヤ球場前,2279094,0,,,,,,,,,,,1,,1
1992,4012,ナゴヤ球場前,2102054,0,,,,,,,,,,,1,,1
1993,4012,ナゴヤ球場前,2061089,0,,,,,,,,,,,1,,1
1994,4012,ナゴヤ球場前,2104707,0,,,,,,,,,,,1,,1
1995,4012,ナゴヤ球場前,1899533,0,,,,,,,,,,,1,,1
1996,4012,ナゴヤ球場前,1853526,0,,,,,,,,,,,1,,1
1997,4012,ナゴヤ球場前,1179540,0,,,,,,,,,,,1,,1
1998,4012,ナゴヤ球場前,1176652,0,,,,,,,,,,,1,,1
1999,4012,ナゴヤ球場前,1100621,0,,,,,,,,,,,1,,1
2000,4012,ナゴヤ球場前,1090477,0,,,,,,,,,,,1,,1
2001,4012,ナゴヤ球場前,1067756,0,,,,,,,,,,,1,,1
2002,4012,ナゴヤ球場前,1065678,0,,,,,,,,,,,1,,1
2003,4012,ナゴヤ球場前,1009524,0,,,,,,,,,,,1,,1
2004,4012,ナゴヤ球場前,1023712,0,,,,,,,,,,,1,,1
2005,4012,ナゴヤ球場前,972828,0,,,,,,,,,,,1,,1
2006,4012,ナゴヤ球場前,933423,0,,,,,,,,,,,1,,1
2007,4012,ナゴヤ球場前,954553,0,,,,,,,,,,,1,,1
2008,4012,ナゴヤ球場前,989035,0,,,,,,,,,,,1,,1
2009,4012,ナゴヤ球場前,965858,0,,,,,,,,,,,1,,1
2010,4012,ナゴヤ球場前,989845,0,,,,,,,,,,,1,,1
2011,4012,ナゴヤ球場前,1003470,0,,,,,,,,,,,1,,1
2012,4012,ナゴヤ球場前,1031871,0,,,,,,,,,,,1,,1
2013,4012,ナゴヤ球場前,1055248,0,,,,,,,,,,,1,,1
2014,4012,ナゴヤ球場前,1063542,0,,,,,,,,,,,1,,1
2015,4012,ナゴヤ球場前,1096641,0,,,,,,,,,,,1,,1
1991,4013,名古屋,69761224,0,,,,,,,,,,,1,,1
1992,4013,名古屋,69163704,0,,,,,,,,,,,1,,1
1993,4013,名古屋,67249238,0,,,,,,,,,,,1,,1
1994,4013,名古屋,64239857,0,,,,,,,,,,,1,,1
1995,4013,名古屋,62624749,0,,,,,,,,,,,1,,1
1996,4013,名古屋,60332909,0,,,,,,,,,,,1,,1
1997,4013,名古屋,57554165,0,,,,,,,,,,,1,,1
1998,4013,名古屋,55905505,0,,,,,,,,,,,1,,1
1999,4013,名古屋,53548005,0,,,,,,,,,,,1,,1
2000,4013,名古屋,52321129,0,,,,,,,,,,,1,,1
2001,4013,名古屋,54034834,0,,,,,,,,,,,1,,1
2002,4013,名古屋,53057261,0,,,,,,,,,,,1,,1
2003,4013,名古屋,52168603,0,,,,,,,,,,,1,,1
2004,4013,名古屋,51253653,0,,,,,,,,,,,1,,1
2005,4013,名古屋,52001134,0,,,,,,,,,,,1,,1
2006,4013,名古屋,50830702,0,,,,,,,,,,,1,,1
2007,4013,名古屋,51069412,0,,,,,,,,,,,1,,1
2008,4013,名古屋,50376082,0,,,,,,,,,,,1,,1
2009,4013,名古屋,48808160,0,,,,,,,,,,,1,,1
2010,4013,名古屋,48706326,0,,,,,,,,,,,1,,1
2011,4013,名古屋,48929023,0,,,,,,,,,,,1,,1
2012,4013,名古屋,49955505,0,,,,,,,,,,,1,,1
2013,4013,名古屋,51257176,0,,,,,,,,,,,1,,1
2014,4013,名古屋,50605725,0,,,,,,,,,,,1,,1
2015,4013,名古屋,51854137,0,,,,,,,,,,,1,,1
1991,4014,栄生,1909494,0,,,,,,,,,,,1,,1
1992,4014,栄生,1765920,0,,,,,,,,,,,1,,1
1993,4014,栄生,1734057,0,,,,,,,,,,,1,,1
1994,4014,栄生,1762236,0,,,,,,,,,,,1,,1
1995,4014,栄生,1711572,0,,,,,,,,,,,1,,1
1996,4014,栄生,1651413,0,,,,,,,,,,,1,,1
1997,4014,栄生,1573929,0,,,,,,,,,,,1,,1
1998,4014,栄生,1538661,0,,,,,,,,,,,1,,1
1999,4014,栄生,1520727,0,,,,,,,,,,,1,,1
2000,4014,栄生,1600439,0,,,,,,,,,,,1,,1
2001,4014,栄生,1586005,0,,,,,,,,,,,1,,1
2002,4014,栄生,1621702,0,,,,,,,,,,,1,,1
2003,4014,栄生,1687950,0,,,,,,,,,,,1,,1
2004,4014,栄生,1676364,0,,,,,,,,,,,1,,1
2005,4014,栄生,1768246,0,,,,,,,,,,,1,,1
2006,4014,栄生,1757021,0,,,,,,,,,,,1,,1
2007,4014,栄生,1781194,0,,,,,,,,,,,1,,1
2008,4014,栄生,1810455,0,,,,,,,,,,,1,,1
2009,4014,栄生,1774002,0,,,,,,,,,,,1,,1
2010,4014,栄生,1766110,0,,,,,,,,,,,1,,1
2011,4014,栄生,1787741,0,,,,,,,,,,,1,,1
2012,4014,栄生,1809529,0,,,,,,,,,,,1,,1
2013,4014,栄生,1857523,0,,,,,,,,,,,1,,1
2014,4014,栄生,1901216,0,,,,,,,,,,,1,,1
2015,4014,栄生,2001917,0,,,,,,,,,,,1,,1
1991,4015,東枇杷島,1043986,0,,,,,,,,,,,1,,1
1992,4015,東枇杷島,1048250,0,,,,,,,,,,,1,,1
1993,4015,東枇杷島,1017189,0,,,,,,,,,,,1,,1
1994,4015,東枇杷島,994693,0,,,,,,,,,,,1,,1
1995,4015,東枇杷島,1006625,0,,,,,,,,,,,1,,1
1996,4015,東枇杷島,1023175,0,,,,,,,,,,,1,,1
1997,4015,東枇杷島,999076,0,,,,,,,,,,,1,,1
1998,4015,東枇杷島,1014036,0,,,,,,,,,,,1,,1
1999,4015,東枇杷島,1042472,0,,,,,,,,,,,1,,1
2000,4015,東枇杷島,1029802,0,,,,,,,,,,,1,,1
2001,4015,東枇杷島,1008251,0,,,,,,,,,,,1,,1
2002,4015,東枇杷島,987770,0,,,,,,,,,,,1,,1
2003,4015,東枇杷島,1024687,0,,,,,,,,,,,1,,1
2004,4015,東枇杷島,956816,0,,,,,,,,,,,1,,1
2005,4015,東枇杷島,970550,0,,,,,,,,,,,1,,1
2006,4015,東枇杷島,924752,0,,,,,,,,,,,1,,1
2007,4015,東枇杷島,963731,0,,,,,,,,,,,1,,1
2008,4015,東枇杷島,994314,0,,,,,,,,,,,1,,1
2009,4015,東枇杷島,1008275,0,,,,,,,,,,,1,,1
2010,4015,東枇杷島,1018696,0,,,,,,,,,,,1,,1
2011,4015,東枇杷島,1037240,0,,,,,,,,,,,1,,1
2012,4015,東枇杷島,1047784,0,,,,,,,,,,,1,,1
2013,4015,東枇杷島,1079995,0,,,,,,,,,,,1,,1
2014,4015,東枇杷島,1066308,0,,,,,,,,,,,1,,1
2015,4015,東枇杷島,1101520,0,,,,,,,,,,,1,,1
1991,4016,中小田井,1001628,0,,,,,,,,,,,1,,1
1992,4016,中小田井,950070,0,,,,,,,,,,,1,,1
1993,4016,中小田井,899655,0,,,,,,,,,,,1,,1
1994,4016,中小田井,771463,0,,,,,,,,,,,1,,1
1995,4016,中小田井,746258,0,,,,,,,,,,,1,,1
1996,4016,中小田井,716914,0,,,,,,,,,,,1,,1
1997,4016,中小田井,681575,0,,,,,,,,,,,1,,1
1998,4016,中小田井,648233,0,,,,,,,,,,,1,,1
1999,4016,中小田井,595351,0,,,,,,,,,,,1,,1
2000,4016,中小田井,600335,0,,,,,,,,,,,1,,1
2001,4016,中小田井,582767,0,,,,,,,,,,,1,,1
2002,4016,中小田井,555004,0,,,,,,,,,,,1,,1
2003,4016,中小田井,540680,0,,,,,,,,,,,1,,1
2004,4016,中小田井,550395,0,,,,,,,,,,,1,,1
2005,4016,中小田井,559431,0,,,,,,,,,,,1,,1
2006,4016,中小田井,561363,0,,,,,,,,,,,1,,1
2007,4016,中小田井,553954,0,,,,,,,,,,,1,,1
2008,4016,中小田井,585206,0,,,,,,,,,,,1,,1
2009,4016,中小田井,556142,0,,,,,,,,,,,1,,1
2010,4016,中小田井,568463,0,,,,,,,,,,,1,,1
2011,4016,中小田井,586490,0,,,,,,,,,,,1,,1
2012,4016,中小田井,594246,0,,,,,,,,,,,1,,1
2013,4016,中小田井,610174,0,,,,,,,,,,,1,,1
2014,4016,中小田井,620065,0,,,,,,,,,,,1,,1
2015,4016,中小田井,650159,0,,,,,,,,,,,1,,1
1991,4017,上小田井,275605,0,,,,,,,,,,,1,,1
1992,4017,上小田井,693146,0,,,,,,,,,,,1,,1
1993,4017,上小田井,959614,0,,,,,,,,,,,1,,1
1994,4017,上小田井,1498747,0,,,,,,,,,,,1,,1
1995,4017,上小田井,1782635,0,,,,,,,,,,,1,,1
1996,4017,上小田井,1946144,0,,,,,,,,,,,1,,1
1997,4017,上小田井,2048142,0,,,,,,,,,,,1,,1
1998,4017,上小田井,2175469,0,,,,,,,,,,,1,,1
1999,4017,上小田井,2296912,0,,,,,,,,,,,1,,1
2000,4017,上小田井,2381879,0,,,,,,,,,,,1,,1
2001,4017,上小田井,2433852,0,,,,,,,,,,,1,,1
2002,4017,上小田井,2559833,0,,,,,,,,,,,1,,1
2003,4017,上小田井,2635488,0,,,,,,,,,,,1,,1
2004,4017,上小田井,2559763,0,,,,,,,,,,,1,,1
2005,4017,上小田井,2661611,0,,,,,,,,,,,1,,1
2006,4017,上小田井,2654811,0,,,,,,,,,,,1,,1
2007,4017,上小田井,2688580,0,,,,,,,,,,,1,,1
2008,4017,上小田井,2648895,0,,,,,,,,,,,1,,1
2009,4017,上小田井,3109534,0,,,,,,,,,,,1,,1
2010,4017,上小田井,3159318,0,,,,,,,,,,,1,,1
2011,4017,上小田井,3062970,0,,,,,,,,,,,1,,1
2012,4017,上小田井,3137642,0,,,,,,,,,,,1,,1
2013,4017,上小田井,3269495,0,,,,,,,,,,,1,,1
2014,4017,上小田井,3304353,0,,,,,,,,,,,1,,1
2015,4017,上小田井,3435801,0,,,,,,,,,,,1,,1
1991,4018,豊田本町,903953,0,,,,,,,,,,,1,,1
1992,4018,豊田本町,941095,0,,,,,,,,,,,1,,1
1993,4018,豊田本町,944550,0,,,,,,,,,,,1,,1
1994,4018,豊田本町,916139,0,,,,,,,,,,,1,,1
1995,4018,豊田本町,902206,0,,,,,,,,,,,1,,1
1996,4018,豊田本町,864569,0,,,,,,,,,,,1,,1
1997,4018,豊田本町,832064,0,,,,,,,,,,,1,,1
1998,4018,豊田本町,834046,0,,,,,,,,,,,1,,1
1999,4018,豊田本町,826351,0,,,,,,,,,,,1,,1
2000,4018,豊田本町,803359,0,,,,,,,,,,,1,,1
2001,4018,豊田本町,763615,0,,,,,,,,,,,1,,1
2002,4018,豊田本町,747432,0,,,,,,,,,,,1,,1
2003,4018,豊田本町,739928,0,,,,,,,,,,,1,,1
2004,4018,豊田本町,711861,0,,,,,,,,,,,1,,1
2005,4018,豊田本町,749417,0,,,,,,,,,,,1,,1
2006,4018,豊田本町,746470,0,,,,,,,,,,,1,,1
2007,4018,豊田本町,755786,0,,,,,,,,,,,1,,1
2008,4018,豊田本町,773043,0,,,,,,,,,,,1,,1
2009,4018,豊田本町,745350,0,,,,,,,,,,,1,,1
2010,4018,豊田本町,759636,0,,,,,,,,,,,1,,1
2011,4018,豊田本町,753991,0,,,,,,,,,,,1,,1
2012,4018,豊田本町,785127,0,,,,,,,,,,,1,,1
2013,4018,豊田本町,803352,0,,,,,,,,,,,1,,1
2014,4018,豊田本町,824785,0,,,,,,,,,,,1,,1
2015,4018,豊田本町,875206,0,,,,,,,,,,,1,,1
1991,4019,道徳,1259588,0,,,,,,,,,,,1,,1
1992,4019,道徳,1279171,0,,,,,,,,,,,1,,1
1993,4019,道徳,1284137,0,,,,,,,,,,,1,,1
1994,4019,道徳,1240541,0,,,,,,,,,,,1,,1
1995,4019,道徳,1237233,0,,,,,,,,,,,1,,1
1996,4019,道徳,1242266,0,,,,,,,,,,,1,,1
1997,4019,道徳,1169288,0,,,,,,,,,,,1,,1
1998,4019,道徳,1118428,0,,,,,,,,,,,1,,1
1999,4019,道徳,1086219,0,,,,,,,,,,,1,,1
